id,terrestrial_date,sol,ls,month,min_temp,pressure,year_month,year_month_ls,terrestrial_days
677,2014-08-28,732,185,7,-75.0,773.0,2014-08-185,2014-08-185,742
204,2012-10-08,62,184,7,-72.0,774.0,2012-10-184,2012-10-184,53
553,2014-04-26,612,121,5,-85.0,774.0,2014-04-121,2014-04-121,618
1208,2016-03-10,1277,120,5,-84.0,774.0,2016-03-120,2016-03-120,1302
1207,2016-03-09,1276,119,4,-83.0,774.0,2016-03-119,2016-03-119,1301
1324,2016-07-18,1404,187,7,-75.0,774.0,2016-07-187,2016-07-187,1432
1845,2018-01-07,1927,111,4,-79.0,774.0,2018-01-111,2018-01-111,1970
1328,2016-07-20,1406,188,7,-76.0,775.0,2016-07-188,2016-07-188,1434
1843,2018-01-06,1926,110,4,-80.0,775.0,2018-01-110,2018-01-110,1969
205,2012-10-09,63,185,7,-73.0,775.0,2012-10-185,2012-10-185,54
1206,2016-03-08,1275,119,4,-82.0,775.0,2016-03-119,2016-03-119,1300
555,2014-04-25,611,121,5,-84.0,775.0,2014-04-121,2014-04-121,617
1325,2016-07-19,1405,188,7,-75.0,775.0,2016-07-188,2016-07-188,1433
206,2012-10-10,64,186,7,-74.0,776.0,2012-10-186,2012-10-186,55
678,2014-08-31,735,187,7,-73.0,776.0,2014-08-187,2014-08-187,745
554,2014-04-24,610,120,5,-85.0,776.0,2014-04-120,2014-04-120,616
675,2014-08-30,734,186,7,-73.0,776.0,2014-08-186,2014-08-186,744
679,2014-09-01,736,188,7,-76.0,776.0,2014-09-188,2014-09-188,746
207,2012-10-11,65,186,7,-72.0,777.0,2012-10-186,2012-10-186,56
551,2014-04-22,608,119,4,-85.0,777.0,2014-04-119,2014-04-119,614
1205,2016-03-07,1274,118,4,-82.0,777.0,2016-03-118,2016-03-118,1299
552,2014-04-23,609,120,5,-84.0,777.0,2014-04-120,2014-04-120,615
1844,2018-01-05,1925,110,4,-79.0,777.0,2018-01-110,2018-01-110,1968
680,2014-09-02,737,188,7,-74.0,777.0,2014-09-188,2014-09-188,747
1841,2018-01-03,1924,109,4,-78.0,777.0,2018-01-109,2018-01-109,1966
211,2012-10-15,69,189,7,-73.0,778.0,2012-10-189,2012-10-189,60
208,2012-10-12,66,187,7,-73.0,778.0,2012-10-187,2012-10-187,57
681,2014-09-03,738,189,7,-75.0,778.0,2014-09-189,2014-09-189,748
1842,2018-01-02,1923,109,4,-77.0,778.0,2018-01-109,2018-01-109,1965
1204,2016-03-06,1273,118,4,-79.0,778.0,2016-03-118,2016-03-118,1298
1329,2016-07-21,1407,189,7,-74.0,779.0,2016-07-189,2016-07-189,1435
1327,2016-07-22,1408,190,7,-75.0,779.0,2016-07-190,2016-07-190,1436
682,2014-09-04,739,189,7,-77.0,779.0,2014-09-189,2014-09-189,749
550,2014-04-21,607,119,4,-83.0,779.0,2014-04-119,2014-04-119,613
1840,2018-01-01,1922,108,4,-79.0,780.0,2018-01-108,2018-01-108,1964
209,2012-10-13,67,187,7,-73.0,780.0,2012-10-187,2012-10-187,58
1203,2016-03-05,1272,117,4,-81.0,780.0,2016-03-117,2016-03-117,1297
549,2014-04-20,606,118,4,-84.0,780.0,2014-04-118,2014-04-118,612
547,2014-04-19,605,118,4,-83.0,781.0,2014-04-118,2014-04-118,611
210,2012-10-14,68,188,7,-71.0,781.0,2012-10-188,2012-10-188,59
1326,2016-07-23,1409,190,7,-74.0,781.0,2016-07-190,2016-07-190,1437
1202,2016-03-04,1271,117,4,-84.0,781.0,2016-03-117,2016-03-117,1296
1838,2017-12-31,1921,108,4,-78.0,781.0,2017-12-108,2017-12-108,1963
685,2014-09-05,740,190,7,-76.0,782.0,2014-09-190,2014-09-190,750
1837,2017-12-30,1920,108,4,-77.0,782.0,2017-12-108,2017-12-108,1962
1330,2016-07-24,1410,191,7,-72.0,782.0,2016-07-191,2016-07-191,1438
1201,2016-03-01,1269,116,4,-83.0,782.0,2016-03-116,2016-03-116,1293
1331,2016-07-25,1411,191,7,-72.0,782.0,2016-07-191,2016-07-191,1439
546,2014-04-18,604,118,4,-84.0,782.0,2014-04-118,2014-04-118,610
1200,2016-03-03,1270,116,4,-82.0,782.0,2016-03-116,2016-03-116,1295
1836,2017-12-29,1919,107,4,-77.0,783.0,2017-12-107,2017-12-107,1961
212,2012-10-17,70,189,7,-72.0,783.0,2012-10-189,2012-10-189,62
548,2014-04-17,603,117,4,-83.0,783.0,2014-04-117,2014-04-117,609
684,2014-09-07,742,191,7,-72.0,784.0,2014-09-191,2014-09-191,752
1332,2016-07-27,1413,193,7,-72.0,784.0,2016-07-193,2016-07-193,1441
1333,2016-07-26,1412,192,7,-78.0,784.0,2016-07-192,2016-07-192,1440
1199,2016-02-29,1268,115,4,-83.0,784.0,2016-02-115,2016-02-115,1292
1839,2017-12-28,1918,107,4,-77.0,784.0,2017-12-107,2017-12-107,1960
213,2012-10-18,71,190,7,-71.0,784.0,2012-10-190,2012-10-190,63
683,2014-09-06,741,191,7,-70.0,784.0,2014-09-191,2014-09-191,751
545,2014-04-16,602,117,4,-82.0,784.0,2014-04-117,2014-04-117,608
1336,2016-07-28,1414,193,7,-73.0,785.0,2016-07-193,2016-07-193,1442
544,2014-04-15,601,116,4,-82.0,785.0,2014-04-116,2014-04-116,607
214,2012-10-19,72,190,7,-73.0,785.0,2012-10-190,2012-10-190,64
687,2014-09-09,744,192,7,-75.0,786.0,2014-09-192,2014-09-192,754
1831,2017-12-27,1917,106,4,-80.0,786.0,2017-12-106,2017-12-106,1959
1198,2016-02-28,1267,115,4,-83.0,786.0,2016-02-115,2016-02-115,1291
686,2014-09-08,743,192,7,-72.0,786.0,2014-09-192,2014-09-192,753
689,2014-09-10,745,193,7,-74.0,787.0,2014-09-193,2014-09-193,755
1195,2016-02-25,1264,113,4,-84.0,787.0,2016-02-113,2016-02-113,1288
541,2014-04-14,600,116,4,-81.0,787.0,2014-04-116,2014-04-116,606
542,2014-04-12,598,115,4,-84.0,787.0,2014-04-115,2014-04-115,604
1829,2017-12-26,1916,106,4,-79.0,787.0,2017-12-106,2017-12-106,1958
1196,2016-02-27,1266,114,4,-82.0,787.0,2016-02-114,2016-02-114,1290
1334,2016-07-29,1415,194,7,-72.0,787.0,2016-07-194,2016-07-194,1443
1197,2016-02-26,1265,114,4,-81.0,787.0,2016-02-114,2016-02-114,1289
215,2012-10-20,73,191,7,-70.0,788.0,2012-10-191,2012-10-191,65
543,2014-04-13,599,115,4,-84.0,788.0,2014-04-115,2014-04-115,605
1194,2016-02-24,1263,113,4,-84.0,788.0,2016-02-113,2016-02-113,1287
688,2014-09-11,746,194,7,-76.0,788.0,2014-09-194,2014-09-194,756
1835,2017-12-25,1915,105,4,-78.0,788.0,2017-12-105,2017-12-105,1957
691,2014-09-12,747,194,7,-73.0,789.0,2014-09-194,2014-09-194,757
540,2014-04-11,597,114,4,-84.0,790.0,2014-04-114,2014-04-114,603
216,2012-10-21,74,192,7,-72.0,790.0,2012-10-192,2012-10-192,66
1192,2016-02-22,1261,112,4,-81.0,790.0,2016-02-112,2016-02-112,1285
1834,2017-12-24,1914,105,4,-78.0,790.0,2017-12-105,2017-12-105,1956
1193,2016-02-23,1262,112,4,-81.0,790.0,2016-02-112,2016-02-112,1286
1832,2017-12-22,1912,104,4,-80.0,791.0,2017-12-104,2017-12-104,1954
1830,2017-12-23,1913,104,4,-79.0,791.0,2017-12-104,2017-12-104,1955
1335,2016-07-31,1416,194,7,-72.0,791.0,2016-07-194,2016-07-194,1445
690,2014-09-13,748,195,7,-71.0,791.0,2014-09-195,2014-09-195,758
539,2014-04-10,596,114,4,-82.0,791.0,2014-04-114,2014-04-114,602
217,2012-10-22,75,192,7,-73.0,791.0,2012-10-192,2012-10-192,67
1337,2016-08-01,1417,195,7,-70.0,791.0,2016-08-195,2016-08-195,1446
1191,2016-02-21,1260,112,4,-83.0,792.0,2016-02-112,2016-02-112,1284
219,2012-10-24,77,193,7,-71.0,792.0,2012-10-193,2012-10-193,69
218,2012-10-23,76,193,7,-73.0,792.0,2012-10-193,2012-10-193,68
538,2014-04-09,595,113,4,-83.0,792.0,2014-04-113,2014-04-113,601
1833,2017-12-21,1911,103,4,-79.0,792.0,2017-12-103,2017-12-103,1953
1339,2016-08-03,1419,196,7,-73.0,793.0,2016-08-196,2016-08-196,1448
1338,2016-08-02,1418,196,7,-73.0,793.0,2016-08-196,2016-08-196,1447
1340,2016-08-04,1420,197,7,-71.0,793.0,2016-08-197,2016-08-197,1449
220,2012-10-25,78,194,7,-71.0,793.0,2012-10-194,2012-10-194,70
537,2014-04-08,594,113,4,-83.0,793.0,2014-04-113,2014-04-113,600
1190,2016-02-20,1259,111,4,-84.0,794.0,2016-02-111,2016-02-111,1283
692,2014-09-14,749,195,7,-73.0,794.0,2014-09-195,2014-09-195,759
1189,2016-02-19,1258,111,4,-83.0,794.0,2016-02-111,2016-02-111,1282
1828,2017-12-20,1910,103,4,-80.0,794.0,2017-12-103,2017-12-103,1952
1188,2016-02-18,1257,110,4,-84.0,794.0,2016-02-110,2016-02-110,1281
533,2014-04-05,591,111,4,-82.0,795.0,2014-04-111,2014-04-111,597
1827,2017-12-19,1909,102,4,-80.0,795.0,2017-12-102,2017-12-102,1951
221,2012-10-26,79,195,7,-73.0,795.0,2012-10-195,2012-10-195,71
536,2014-04-07,593,112,4,-83.0,795.0,2014-04-112,2014-04-112,599
534,2014-04-06,592,112,4,-83.0,795.0,2014-04-112,2014-04-112,598
222,2012-10-27,80,195,7,-70.0,796.0,2012-10-195,2012-10-195,72
1826,2017-12-18,1908,102,4,-79.0,796.0,2017-12-102,2017-12-102,1950
693,2014-09-15,750,196,7,-72.0,796.0,2014-09-196,2014-09-196,760
1343,2016-08-05,1421,197,7,-72.0,797.0,2016-08-197,2016-08-197,1450
1186,2016-02-17,1256,110,4,-84.0,797.0,2016-02-110,2016-02-110,1280
535,2014-04-04,590,111,4,-82.0,797.0,2014-04-111,2014-04-111,596
695,2014-09-16,751,197,7,-72.0,797.0,2014-09-197,2014-09-197,761
531,2014-04-03,589,110,4,-85.0,798.0,2014-04-110,2014-04-110,595
1342,2016-08-06,1422,198,7,-72.0,798.0,2016-08-198,2016-08-198,1451
694,2014-09-17,752,197,7,-71.0,798.0,2014-09-197,2014-09-197,762
1187,2016-02-16,1255,109,4,-84.0,798.0,2016-02-109,2016-02-109,1279
1825,2017-12-17,1907,101,4,-79.0,798.0,2017-12-101,2017-12-101,1949
223,2012-10-28,81,196,7,-72.0,798.0,2012-10-196,2012-10-196,73
224,2012-10-29,82,196,7,-72.0,799.0,2012-10-196,2012-10-196,74
1183,2016-02-15,1254,109,4,-84.0,799.0,2016-02-109,2016-02-109,1278
532,2014-04-02,588,110,4,-84.0,799.0,2014-04-110,2014-04-110,594
1824,2017-12-16,1906,101,4,-79.0,799.0,2017-12-101,2017-12-101,1948
1823,2017-12-15,1905,101,4,-80.0,800.0,2017-12-101,2017-12-101,1947
698,2014-09-18,753,198,7,-73.0,800.0,2014-09-198,2014-09-198,763
1341,2016-08-07,1423,199,7,-71.0,800.0,2016-08-199,2016-08-199,1452
1181,2016-02-14,1253,108,4,-85.0,800.0,2016-02-108,2016-02-108,1277
530,2014-04-01,587,109,4,-85.0,801.0,2014-04-109,2014-04-109,593
225,2012-10-30,83,197,7,-72.0,801.0,2012-10-197,2012-10-197,75
1822,2017-12-14,1904,100,4,-79.0,801.0,2017-12-100,2017-12-100,1946
226,2012-10-31,84,198,7,-70.0,801.0,2012-10-198,2012-10-198,76
529,2014-03-31,586,109,4,-82.0,802.0,2014-03-109,2014-03-109,592
696,2014-09-19,754,198,7,-73.0,802.0,2014-09-198,2014-09-198,764
527,2014-03-30,585,109,4,-83.0,802.0,2014-03-109,2014-03-109,591
1184,2016-02-13,1252,108,4,-85.0,802.0,2016-02-108,2016-02-108,1276
1185,2016-02-12,1251,107,4,-85.0,803.0,2016-02-107,2016-02-107,1275
1344,2016-08-08,1424,199,7,-72.0,803.0,2016-08-199,2016-08-199,1453
1346,2016-08-10,1426,200,7,-71.0,803.0,2016-08-200,2016-08-200,1455
1821,2017-12-13,1903,100,4,-78.0,803.0,2017-12-100,2017-12-100,1945
1182,2016-02-11,1250,107,4,-85.0,804.0,2016-02-107,2016-02-107,1274
1345,2016-08-09,1425,200,7,-72.0,804.0,2016-08-200,2016-08-200,1454
1820,2017-12-12,1902,99,4,-79.0,804.0,2017-12-99,2017-12-99,1944
528,2014-03-29,584,108,4,-82.0,804.0,2014-03-108,2014-03-108,590
227,2012-11-01,85,198,7,-71.0,805.0,2012-11-198,2012-11-198,77
1819,2017-12-11,1901,99,4,-81.0,806.0,2017-12-99,2017-12-99,1943
1180,2016-02-10,1249,106,4,-85.0,806.0,2016-02-106,2016-02-106,1273
526,2014-03-28,583,108,4,-82.0,806.0,2014-03-108,2014-03-108,589
699,2014-09-21,756,200,7,-73.0,806.0,2014-09-200,2014-09-200,766
697,2014-09-20,755,199,7,-74.0,806.0,2014-09-199,2014-09-199,765
1818,2017-12-10,1900,98,4,-81.0,807.0,2017-12-98,2017-12-98,1942
525,2014-03-27,582,107,4,-84.0,807.0,2014-03-107,2014-03-107,588
700,2014-09-22,757,200,7,-73.0,807.0,2014-09-200,2014-09-200,767
1179,2016-02-09,1248,106,4,-86.0,807.0,2016-02-106,2016-02-106,1272
1347,2016-08-11,1427,201,7,-72.0,807.0,2016-08-201,2016-08-201,1456
228,2012-11-02,86,199,7,-71.0,808.0,2012-11-199,2012-11-199,78
524,2014-03-26,581,107,4,-84.0,808.0,2014-03-107,2014-03-107,587
229,2012-11-03,87,199,7,-70.0,808.0,2012-11-199,2012-11-199,79
1348,2016-08-12,1428,202,7,-72.0,808.0,2016-08-202,2016-08-202,1457
1815,2017-12-09,1899,98,4,-81.0,808.0,2017-12-98,2017-12-98,1941
702,2014-09-24,759,201,7,-77.0,809.0,2014-09-201,2014-09-201,769
1177,2016-02-08,1247,105,4,-85.0,809.0,2016-02-105,2016-02-105,1271
704,2014-09-25,760,202,7,-70.0,810.0,2014-09-202,2014-09-202,770
523,2014-03-25,580,106,4,-83.0,810.0,2014-03-106,2014-03-106,586
1349,2016-08-13,1429,202,7,-70.0,810.0,2016-08-202,2016-08-202,1458
1816,2017-12-08,1898,97,4,-81.0,810.0,2017-12-97,2017-12-97,1940
1178,2016-02-07,1246,105,4,-85.0,810.0,2016-02-105,2016-02-105,1270
701,2014-09-23,758,201,7,-71.0,810.0,2014-09-201,2014-09-201,768
1351,2016-08-14,1430,203,7,-69.0,810.0,2016-08-203,2016-08-203,1459
1176,2016-02-06,1245,105,4,-86.0,811.0,2016-02-105,2016-02-105,1269
1350,2016-08-15,1431,204,7,-69.0,811.0,2016-08-204,2016-08-204,1460
522,2014-03-24,579,106,4,-82.0,811.0,2014-03-106,2014-03-106,585
230,2012-11-04,88,200,7,-70.0,811.0,2012-11-200,2012-11-200,80
1817,2017-12-07,1897,97,4,-80.0,811.0,2017-12-97,2017-12-97,1939
1175,2016-02-05,1244,104,4,-85.0,812.0,2016-02-104,2016-02-104,1268
1813,2017-12-06,1896,96,4,-79.0,812.0,2017-12-96,2017-12-96,1938
521,2014-03-22,578,105,4,-83.0,812.0,2014-03-105,2014-03-105,583
519,2014-03-21,577,105,4,-84.0,813.0,2014-03-105,2014-03-105,582
231,2012-11-05,89,201,7,-73.0,813.0,2012-11-201,2012-11-201,81
233,2012-11-06,90,201,7,-71.0,813.0,2012-11-201,2012-11-201,82
1352,2016-08-16,1432,204,7,-71.0,813.0,2016-08-204,2016-08-204,1461
703,2014-09-28,762,203,7,-75.0,814.0,2014-09-203,2014-09-203,773
1174,2016-02-04,1243,104,4,-86.0,814.0,2016-02-104,2016-02-104,1267
705,2014-09-27,761,203,7,-72.0,814.0,2014-09-203,2014-09-203,772
1814,2017-12-05,1895,96,4,-78.0,814.0,2017-12-96,2017-12-96,1937
1173,2016-02-03,1242,103,4,-87.0,815.0,2016-02-103,2016-02-103,1266
520,2014-03-20,576,104,4,-84.0,815.0,2014-03-104,2014-03-104,581
1811,2017-12-04,1894,96,4,-79.0,815.0,2017-12-96,2017-12-96,1936
1171,2016-02-01,1240,102,4,-87.0,816.0,2016-02-102,2016-02-102,1264
1812,2017-12-03,1893,95,4,-79.0,816.0,2017-12-95,2017-12-95,1935
1172,2016-02-02,1241,103,4,-87.0,816.0,2016-02-103,2016-02-103,1265
518,2014-03-19,575,104,4,-82.0,816.0,2014-03-104,2014-03-104,580
517,2014-03-18,574,103,4,-85.0,817.0,2014-03-103,2014-03-103,579
706,2014-09-29,763,204,7,-78.0,817.0,2014-09-204,2014-09-204,774
1809,2017-12-02,1892,95,4,-81.0,817.0,2017-12-95,2017-12-95,1934
234,2012-11-07,91,202,7,-74.0,817.0,2012-11-202,2012-11-202,83
1168,2016-01-31,1239,102,4,-89.0,818.0,2016-01-102,2016-01-102,1263
1353,2016-08-17,1433,205,7,-70.0,818.0,2016-08-205,2016-08-205,1462
1356,2016-08-18,1434,205,7,-70.0,818.0,2016-08-205,2016-08-205,1463
236,2012-11-09,93,203,7,-72.0,819.0,2012-11-203,2012-11-203,85
1810,2017-12-01,1891,94,4,-80.0,819.0,2017-12-94,2017-12-94,1933
516,2014-03-17,573,103,4,-84.0,819.0,2014-03-103,2014-03-103,578
1167,2016-01-30,1238,101,4,-87.0,819.0,2016-01-101,2016-01-101,1262
1614,2017-05-10,1692,2,1,-62.0,820.0,2017-05-2,2017-05-2,1728
708,2014-10-01,765,205,7,-73.0,820.0,2014-10-205,2014-10-205,776
1169,2016-01-29,1237,101,4,-88.0,820.0,2016-01-101,2016-01-101,1261
514,2014-03-16,572,102,4,-85.0,820.0,2014-03-102,2014-03-102,577
235,2012-11-08,92,202,7,-74.0,820.0,2012-11-202,2012-11-202,84
707,2014-09-30,764,205,7,-73.0,821.0,2014-09-205,2014-09-205,775
1357,2016-08-21,1437,207,7,-71.0,821.0,2016-08-207,2016-08-207,1466
1808,2017-11-30,1890,94,4,-79.0,821.0,2017-11-94,2017-11-94,1932
515,2014-03-15,571,102,4,-84.0,821.0,2014-03-102,2014-03-102,576
1170,2016-01-28,1236,100,4,-87.0,822.0,2016-01-100,2016-01-100,1260
1806,2017-11-29,1889,93,4,-80.0,822.0,2017-11-93,2017-11-93,1931
238,2012-11-11,95,204,7,-68.0,822.0,2012-11-204,2012-11-204,87
237,2012-11-10,94,204,7,-70.0,822.0,2012-11-204,2012-11-204,86
1355,2016-08-19,1435,206,7,-71.0,823.0,2016-08-206,2016-08-206,1464
1358,2016-08-22,1438,208,7,-68.0,823.0,2016-08-208,2016-08-208,1467
513,2014-03-14,570,102,4,-84.0,823.0,2014-03-102,2014-03-102,575
1807,2017-11-27,1888,93,4,-79.0,823.0,2017-11-93,2017-11-93,1929
710,2014-10-03,767,206,7,-71.0,824.0,2014-10-206,2014-10-206,778
709,2014-10-02,766,206,7,-70.0,824.0,2014-10-206,2014-10-206,777
1166,2016-01-26,1234,99,4,-88.0,824.0,2016-01-99,2016-01-99,1258
1165,2016-01-27,1235,100,4,-88.0,824.0,2016-01-100,2016-01-100,1259
1802,2017-11-26,1887,92,4,-79.0,824.0,2017-11-92,2017-11-92,1928
1354,2016-08-20,1436,207,7,-72.0,825.0,2016-08-207,2016-08-207,1465
512,2014-03-13,569,101,4,-85.0,825.0,2014-03-101,2014-03-101,574
511,2014-03-12,568,101,4,-86.0,825.0,2014-03-101,2014-03-101,573
1164,2016-01-24,1233,99,4,-88.0,826.0,2016-01-99,2016-01-99,1256
712,2014-10-04,768,207,7,-73.0,826.0,2014-10-207,2014-10-207,779
239,2012-11-12,96,205,7,-71.0,826.0,2012-11-205,2012-11-205,88
1805,2017-11-25,1886,92,4,-79.0,826.0,2017-11-92,2017-11-92,1927
1163,2016-01-23,1232,99,4,-88.0,827.0,2016-01-99,2016-01-99,1255
510,2014-03-11,567,100,4,-86.0,827.0,2014-03-100,2014-03-100,572
1804,2017-11-24,1885,91,4,-79.0,827.0,2017-11-91,2017-11-91,1926
1361,2016-08-25,1441,210,8,-74.0,828.0,2016-08-210,2016-08-210,1470
1359,2016-08-24,1440,209,7,-70.0,828.0,2016-08-209,2016-08-209,1469
1360,2016-08-23,1439,208,7,-71.0,828.0,2016-08-208,2016-08-208,1468
1162,2016-01-22,1231,98,4,-88.0,828.0,2016-01-98,2016-01-98,1254
241,2012-11-14,98,206,7,-68.0,828.0,2012-11-206,2012-11-206,90
240,2012-11-13,97,206,7,-68.0,828.0,2012-11-206,2012-11-206,89
713,2014-10-06,770,208,7,-70.0,829.0,2014-10-208,2014-10-208,781
1799,2017-11-23,1884,91,4,-79.0,829.0,2017-11-91,2017-11-91,1925
242,2012-11-15,99,207,7,-68.0,829.0,2012-11-207,2012-11-207,91
507,2014-03-10,566,100,4,-86.0,829.0,2014-03-100,2014-03-100,571
711,2014-10-05,769,208,7,-73.0,829.0,2014-10-208,2014-10-208,780
1564,2017-03-20,1642,335,12,-72.0,829.0,2017-03-335,2017-03-335,1677
3,2012-11-16,100,207,7,-66.0,829.0,2012-11-207,2012-11-207,92
1362,2016-08-26,1442,210,8,-68.0,829.0,2016-08-210,2016-08-210,1471
1575,2017-04-01,1654,342,12,-75.0,829.0,2017-04-342,2017-04-342,1689
4,2012-11-17,101,208,7,-65.0,830.0,2012-11-208,2012-11-208,93
1569,2017-03-27,1649,339,12,-74.0,830.0,2017-03-339,2017-03-339,1684
1161,2016-01-21,1230,98,4,-88.0,830.0,2016-01-98,2016-01-98,1253
1800,2017-11-22,1883,91,4,-78.0,830.0,2017-11-91,2017-11-91,1924
1568,2017-03-26,1648,339,12,-73.0,830.0,2017-03-339,2017-03-339,1683
508,2014-03-09,565,99,4,-85.0,830.0,2014-03-99,2014-03-99,570
1160,2016-01-20,1229,97,4,-88.0,831.0,2016-01-97,2016-01-97,1252
509,2014-03-08,564,99,4,-86.0,831.0,2014-03-99,2014-03-99,569
1560,2017-03-19,1641,335,12,-72.0,831.0,2017-03-335,2017-03-335,1676
1363,2016-08-27,1443,211,8,-69.0,831.0,2016-08-211,2016-08-211,1472
1583,2017-04-09,1662,346,12,-75.0,831.0,2017-04-346,2017-04-346,1697
1801,2017-11-21,1882,90,4,-78.0,831.0,2017-11-90,2017-11-90,1923
1565,2017-03-24,1646,337,12,-74.0,831.0,2017-03-337,2017-03-337,1681
1580,2017-04-08,1661,346,12,-75.0,831.0,2017-04-346,2017-04-346,1696
1587,2017-04-15,1668,349,12,-77.0,831.0,2017-04-349,2017-04-349,1703
1574,2017-04-02,1655,342,12,-76.0,831.0,2017-04-342,2017-04-342,1690
1566,2017-03-25,1647,338,12,-73.0,831.0,2017-03-338,2017-03-338,1682
1581,2017-04-07,1660,345,12,-74.0,832.0,2017-04-345,2017-04-345,1695
1584,2017-04-10,1663,347,12,-74.0,832.0,2017-04-347,2017-04-347,1698
1567,2017-03-23,1645,337,12,-74.0,832.0,2017-03-337,2017-03-337,1680
1562,2017-03-22,1644,336,12,-74.0,832.0,2017-03-336,2017-03-336,1679
1563,2017-03-21,1643,336,12,-74.0,832.0,2017-03-336,2017-03-336,1678
1576,2017-04-03,1656,343,12,-75.0,832.0,2017-04-343,2017-04-343,1691
1579,2017-04-06,1659,345,12,-77.0,832.0,2017-04-345,2017-04-345,1694
1586,2017-04-11,1664,347,12,-74.0,832.0,2017-04-347,2017-04-347,1699
1803,2017-11-20,1881,90,4,-79.0,832.0,2017-11-90,2017-11-90,1922
1159,2016-01-19,1228,97,4,-88.0,832.0,2016-01-97,2016-01-97,1251
1591,2017-04-19,1671,351,12,-76.0,832.0,2017-04-351,2017-04-351,1707
938,2015-06-20,1020,0,1,-63.0,832.0,2015-06-0,2015-06-0,1038
1561,2017-03-18,1640,334,12,-72.0,832.0,2017-03-334,2017-03-334,1675
1558,2017-03-17,1639,334,12,-71.0,832.0,2017-03-334,2017-03-334,1674
1557,2017-03-15,1637,332,12,-73.0,833.0,2017-03-332,2017-03-332,1672
1588,2017-04-14,1667,349,12,-76.0,833.0,2017-04-349,2017-04-349,1702
1589,2017-04-16,1669,350,12,-74.0,833.0,2017-04-350,2017-04-350,1704
1592,2017-04-20,1672,351,12,-74.0,833.0,2017-04-351,2017-04-351,1708
1570,2017-03-28,1650,340,12,-75.0,833.0,2017-03-340,2017-03-340,1685
5,2012-11-18,102,209,7,-67.0,833.0,2012-11-209,2012-11-209,94
505,2014-03-07,563,98,4,-87.0,833.0,2014-03-98,2014-03-98,568
1559,2017-03-16,1638,333,12,-73.0,833.0,2017-03-333,2017-03-333,1673
1798,2017-11-19,1880,89,3,-79.0,833.0,2017-11-89,2017-11-89,1921
1571,2017-03-29,1651,340,12,-77.0,833.0,2017-03-340,2017-03-340,1686
1364,2016-08-28,1444,212,8,-69.0,833.0,2016-08-212,2016-08-212,1473
1573,2017-03-31,1653,341,12,-75.0,833.0,2017-03-341,2017-03-341,1688
1158,2016-01-18,1227,96,4,-88.0,833.0,2016-01-96,2016-01-96,1250
1585,2017-04-12,1665,348,12,-76.0,833.0,2017-04-348,2017-04-348,1700
1555,2017-03-13,1635,331,12,-73.0,833.0,2017-03-331,2017-03-331,1670
1554,2017-03-10,1633,330,12,-75.0,834.0,2017-03-330,2017-03-330,1667
1582,2017-04-13,1666,348,12,-76.0,834.0,2017-04-348,2017-04-348,1701
1590,2017-04-18,1670,350,12,-76.0,834.0,2017-04-350,2017-04-350,1706
1572,2017-03-30,1652,341,12,-76.0,834.0,2017-03-341,2017-03-341,1687
1556,2017-03-14,1636,332,12,-72.0,834.0,2017-03-332,2017-03-332,1671
1553,2017-03-12,1634,331,12,-72.0,834.0,2017-03-331,2017-03-331,1669
506,2014-03-06,562,98,4,-85.0,834.0,2014-03-98,2014-03-98,567
1796,2017-11-18,1879,89,3,-79.0,834.0,2017-11-89,2017-11-89,1920
1157,2016-01-17,1226,96,4,-87.0,835.0,2016-01-96,2016-01-96,1249
1577,2017-04-05,1658,344,12,-77.0,835.0,2017-04-344,2017-04-344,1693
1597,2017-04-25,1677,354,12,-74.0,835.0,2017-04-354,2017-04-354,1713
504,2014-03-05,561,97,4,-85.0,835.0,2014-03-97,2014-03-97,566
1795,2017-11-17,1878,88,3,-79.0,835.0,2017-11-88,2017-11-88,1919
1593,2017-04-22,1674,352,12,-75.0,835.0,2017-04-352,2017-04-352,1710
1601,2017-04-28,1680,356,12,-74.0,835.0,2017-04-356,2017-04-356,1716
715,2014-10-08,772,210,8,-71.0,835.0,2014-10-210,2014-10-210,783
1595,2017-04-23,1675,353,12,-75.0,835.0,2017-04-353,2017-04-353,1711
1594,2017-04-21,1673,352,12,-75.0,836.0,2017-04-352,2017-04-352,1709
1156,2016-01-16,1225,95,4,-87.0,836.0,2016-01-95,2016-01-95,1248
1365,2016-08-29,1445,212,8,-69.0,836.0,2016-08-212,2016-08-212,1474
1552,2017-03-09,1632,330,12,-72.0,836.0,2017-03-330,2017-03-330,1666
714,2014-10-07,771,209,7,-71.0,836.0,2014-10-209,2014-10-209,782
503,2014-03-04,560,97,4,-86.0,836.0,2014-03-97,2014-03-97,565
6,2012-11-19,103,209,7,-66.0,836.0,2012-11-209,2012-11-209,95
1598,2017-04-26,1678,355,12,-74.0,836.0,2017-04-355,2017-04-355,1714
1578,2017-04-04,1657,343,12,-75.0,836.0,2017-04-343,2017-04-343,1692
1599,2017-04-27,1679,355,12,-75.0,836.0,2017-04-355,2017-04-355,1715
1797,2017-11-16,1877,88,3,-79.0,837.0,2017-11-88,2017-11-88,1918
1543,2017-03-01,1624,325,11,-72.0,837.0,2017-03-325,2017-03-325,1658
1533,2017-02-19,1614,319,11,-73.0,837.0,2017-02-319,2017-02-319,1648
